user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,No-JobState-in-Team,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt-Less-A-mean,Dpt-Less-AC-mean,Dpt-less-C-mean,Dpt-High-N-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,No-JobState-in-Dpt,Job State,Leader_CPB-I,Leader_CPB-O
CKM0939,50.0,46.0,40.0,35.0,34.0,-17.424,-19.8042666667,9,2,2,9,-18.876,-18.2364,2,-14.84428,-19.726492,50,29,52,54,-15.004,-19.3956,8,18,-22.264,-17.1896,
ICB1354,39.0,31.0,12.0,43.0,30.0,-15.9236,-19.98804,13,5,12,19,-17.424,-21.4336,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,12,-19.36,-26.184,
AAC0904,31.0,30.0,36.0,18.0,28.0,-14.883,-19.0207,10,5,8,8,-16.214,-18.9846,1,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-16.456,-27.8984,
ANH1110,40.0,41.0,21.0,19.0,26.0,-15.5686666667,-19.3771333333,16,7,11,17,-17.666,-19.1674,6,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-4.84,-20.716,
MPF0690,14.0,11.0,24.0,23.0,23.0,-14.036,-18.6064,11,5,9,11,-15.972,-18.3908,7,-14.4877333333,-18.6834933333,34,14,27,36,-16.214,-17.9446,16,6,-5.808,-10.0912,
FAM0211,39.0,46.0,20.0,17.0,27.0,-15.972,-20.0548,16,7,11,12,-18.15,-18.535,5,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-11.132,-16.3948,
ILJ0929,23.0,11.0,45.0,24.0,29.0,-18.5533333333,-20.53,8,1,1,10,-19.36,-18.384,2,-14.84428,-19.726492,50,29,52,54,-15.004,-19.3956,8,18,-22.264,-17.1896,
EAM1308,40.0,25.0,20.0,16.0,33.0,-17.0206666667,-20.2532666667,15,6,9,17,-18.392,-21.2088,4,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-21.296,-30.4144,
AKS0662,25.0,45.0,17.0,34.0,32.0,-15.9881333333,-19.7650533333,17,7,11,11,-18.15,-18.015,5,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-11.132,-16.3948,
MCH0620,47.0,45.0,19.0,18.0,25.0,-15.8268,-21.1198533333,13,3,14,18,-16.456,-22.4384,4,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-20.328,-28.0392,
CMC0816,19.0,20.0,15.0,12.0,33.0,-16.6738,-22.47882,6,4,7,11,-18.876,-23.6964,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-9.68,-22.192,
BRM1080,44.0,35.0,40.0,22.0,22.0,-16.0688,-19.5816533333,17,4,9,12,-17.424,-17.5336,4,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-17.424,-14.1536,
AOH0883,36.0,38.0,43.0,41.0,26.0,-14.3264,-17.9062933333,20,11,14,16,-15.972,-16.3108,3,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-18.876,-17.1964,
SMN0397,41.0,18.0,41.0,21.0,35.0,0,0,0,0,0,0,0,0,0,-16.698,-20.3022,1,1,1,3,-18.392,-20.9488,0,18,-21.296,-25.7344,
CWC0006,23.0,48.0,43.0,15.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-11.132,-18.9948,
RAS1982,33.0,35.0,16.0,44.0,31.0,-16.214,-19.9379333333,16,7,12,19,-17.666,-17.3474,3,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-17.424,-28.7136,
JFC0075,33.0,24.0,33.0,17.0,31.0,-16.0688,-18.52432,8,4,7,5,-17.424,-16.2336,1,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-20.328,-29.5992,
JMA0540,40.0,50.0,35.0,24.0,31.0,-11.7128,-18.31392,11,8,14,8,-9.922,-16.5458,1,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-7.744,-16.4016,
DSC1741,15.0,40.0,36.0,20.0,32.0,-15.8590666667,-19.50036,17,5,9,18,-17.908,-18.9812,1,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-11.132,-15.3548,
FKS0069,36.0,29.0,38.0,24.0,30.0,-15.3589333333,-18.9665066667,8,6,8,6,-14.52,-17.948,2,-14.84428,-19.726492,50,29,52,54,-15.004,-19.3956,8,18,-13.068,-12.3052,
JRC1963,31.0,18.0,35.0,42.0,32.0,-16.4882666667,-20.05624,16,7,11,19,-17.666,-17.3474,2,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,4,-17.424,-28.7136,
MAM1293,21.0,17.0,41.0,43.0,22.0,-14.1489333333,-20.2095066667,13,7,16,12,-12.826,-22.1114,3,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-4.84,-8.756,
FWT1586,21.0,38.0,43.0,47.0,29.0,-13.6165333333,-18.4178133333,17,10,16,16,-11.374,-14.9086,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-20.812,-17.7868,
KES1207,36.0,36.0,23.0,29.0,38.0,-14.7378,-18.69042,11,6,9,7,-15.972,-17.3508,1,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-14.52,-13.788,
HNP1152,21.0,20.0,10.0,42.0,34.0,-15.1976,-19.8879733333,7,3,6,8,-17.424,-22.9936,3,-15.1953488372,-20.6511627907,37,20,39,41,-17.424,-22.4736,12,18,-22.264,-27.0696,
AMB0745,23.0,16.0,25.0,39.0,33.0,-17.3998,-21.50422,9,3,6,13,-18.634,-23.3626,0,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,15,-16.94,-18.166,
JUP1472,40.0,23.0,34.0,39.0,24.0,-15.4073333333,-17.8372666667,17,6,12,14,-16.94,-17.906,4,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,15,-11.616,-8.7424,
SWB1809,37.0,35.0,26.0,21.0,26.0,-16.0204,-20.38156,16,5,9,17,-18.634,-20.2426,6,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-18.876,-31.2364,
EPJ0445,35.0,37.0,17.0,23.0,30.0,0,0,0,0,0,0,0,0,0,-14.036,-16.5004,3,1,2,2,-13.794,-15.9066,0,18,-19.36,-15.784,
DDM1065,38.0,18.0,41.0,36.0,29.0,-16.3430666667,-19.4226266667,18,4,8,12,-17.424,-17.2736,4,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-17.424,-14.1536,
BCC1259,50.0,37.0,40.0,24.0,19.0,-15.1492,-20.3065466667,15,8,13,17,-16.698,-20.6922,3,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-21.78,-14.962,
KQM1769,43.0,25.0,41.0,18.0,32.0,-15.7461333333,-21.5112533333,6,4,7,5,-18.392,-24.8488,1,-15.1953488372,-20.6511627907,37,20,39,41,-17.424,-22.4736,12,18,-7.26,-21.974,
PFM1795,40.0,42.0,26.0,49.0,28.0,-15.9074666667,-19.8617866667,17,5,9,17,-18.392,-19.6488,6,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-18.876,-31.2364,
RPJ1159,37.0,15.0,19.0,21.0,20.0,-16.8754666667,-20.9889866667,9,2,5,8,-18.392,-18.6088,2,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,10,-21.296,-20.0144,
RRS0056,30.0,44.0,15.0,17.0,38.0,0,0,0,0,0,0,0,0,0,-15.004,-20.1756,3,1,2,1,-16.698,-19.3922,2,12,-6.292,-19.5988,
RRG1253,21.0,35.0,44.0,32.0,34.0,-15.1814666667,-20.17772,16,8,13,16,-16.698,-19.3922,3,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-21.78,-14.962,
PRH0706,39.0,39.0,12.0,43.0,29.0,-15.1976,-17.5999733333,11,4,6,7,-16.456,-15.9384,3,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,18,-20.812,-29.7468,
QKB1893,37.0,25.0,41.0,10.0,28.0,-15.1008,-17.50112,18,8,13,14,-16.94,-16.606,2,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-18.876,-14.0764,
DJJ1480,36.0,38.0,41.0,49.0,27.0,-15.1653333333,-17.5901333333,17,6,13,14,-16.456,-17.7584,5,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-11.616,-8.7424,
ACH1011,36.0,14.0,39.0,36.0,27.0,-14.4716,-18.84324,10,6,10,11,-14.52,-20.028,2,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-5.808,-9.5712,
HMK0653,42.0,25.0,14.0,36.0,18.0,-16.3108,-19.8287866667,17,7,10,12,-18.634,-18.1626,4,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,11,-11.132,-16.3948,
HGG0166,49.0,40.0,44.0,19.0,34.0,0,0,0,0,0,0,0,0,0,-17.6176,-19.20464,3,0,1,4,-19.36,-20.464,1,18,-12.584,-21.5176,
CIS1542,39.0,23.0,40.0,34.0,29.0,-14.8749333333,-19.14824,17,8,12,16,-16.94,-18.686,0,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-11.132,-12.7548,
SKE1251,17.0,23.0,22.0,36.0,25.0,-15.3750666667,-20.1674266667,16,8,12,17,-16.94,-19.466,3,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-21.78,-14.962,
MCS0242,18.0,41.0,16.0,17.0,23.0,0,0,0,0,0,0,0,0,0,-14.4877333333,-18.6834933333,34,14,27,36,-16.214,-17.9446,16,18,-11.132,-13.7948,
KMN0028,41.0,35.0,25.0,23.0,33.0,0,0,0,0,0,0,0,0,0,-15.6493333333,-18.9857333333,2,0,1,1,-15.488,-16.6832,0,18,-15.488,-11.4832,
XJB1052,41.0,45.0,41.0,37.0,18.0,-16.0365333333,-19.24248,17,6,13,17,-17.424,-18.5736,4,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-14.036,-16.7604,
MMO0531,30.0,17.0,42.0,20.0,32.0,-12.5114,-18.66146,11,7,13,8,-10.164,-16.6196,1,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-7.744,-16.4016,
XDG1256,48.0,24.0,25.0,34.0,25.0,-15.3589333333,-20.1971733333,16,8,12,17,-16.94,-19.466,3,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-21.78,-14.962,
CTH1812,46.0,44.0,27.0,28.0,21.0,-15.8752,-20.2159466667,16,5,9,17,-18.392,-19.6488,5,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,2,-18.876,-31.2364,
KKS0087,20.0,43.0,36.0,20.0,23.0,-15.4557333333,-18.23336,8,5,8,6,-14.52,-15.348,1,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-11.616,-12.3824,
DCS0636,33.0,31.0,41.0,37.0,21.0,-15.9236,-21.3227066667,11,7,10,17,-16.94,-23.366,3,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-21.296,-24.6944,
NGB1625,38.0,26.0,34.0,29.0,34.0,-14.5684,-19.0374266667,16,7,13,17,-16.456,-17.7584,8,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-16.94,-22.326,
CLL0494,19.0,38.0,19.0,41.0,26.0,-13.0357333333,-18.7086933333,8,7,10,7,-10.164,-15.5796,2,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-20.812,-22.4668,
DCV1185,24.0,16.0,10.0,40.0,28.0,-16.1333333333,-18.4746666667,10,4,7,8,-17.908,-17.9412,5,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,17,-18.876,-11.9964,
ARF0719,43.0,35.0,15.0,33.0,25.0,-19.6826666667,-22.0184,6,1,2,7,-20.328,-22.3192,2,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,18,-14.52,-14.828,
ODB0034,42.0,41.0,44.0,31.0,30.0,-14.7458666667,-18.8835466667,8,4,8,5,-14.52,-17.428,0,-15.4557333333,-19.40336,33,16,29,32,-16.456,-18.7984,6,18,-21.296,-28.3344,
IRN1736,25.0,40.0,12.0,30.0,29.0,-15.8590666667,-19.3270266667,18,5,9,19,-17.908,-17.9412,1,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-11.132,-15.3548,
BAG0315,41.0,42.0,47.0,17.0,33.0,-14.4232,-20.7611466667,7,5,8,6,-13.068,-19.5852,3,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,18,-19.36,-27.744,
XKB0040,31.0,25.0,24.0,48.0,32.0,-15.2621333333,-18.4516533333,8,4,7,5,-16.456,-18.0184,0,-15.4557333333,-19.40336,33,16,29,32,-16.456,-18.7984,6,18,-19.844,-22.1716,
JTS0903,30.0,39.0,34.0,12.0,29.0,-15.3912,-19.2190133333,9,4,8,8,-14.52,-17.948,6,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,18,-10.164,-18.6996,
BJG1852,39.0,37.0,19.0,35.0,34.0,-15.2621333333,-19.26632,14,7,13,17,-16.214,-20.5446,3,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-9.196,-14.2444,
KOL1923,47.0,34.0,18.0,13.0,20.0,-17.3594666667,-21.6392533333,14,4,7,15,-18.15,-21.915,5,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-23.716,-22.8324,
MRW0625,44.0,31.0,35.0,34.0,25.0,-16.0526666667,-20.9114,14,3,13,18,-17.424,-21.4336,4,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-20.328,-28.0392,
AGH1971,49.0,44.0,38.0,45.0,33.0,-16.0688,-19.87632,16,7,12,19,-17.182,-17.1998,3,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-17.424,-28.7136,
CHP1711,43.0,25.0,37.0,14.0,28.0,-14.1489333333,-17.1761733333,20,8,15,19,-15.488,-16.1632,3,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,10,-6.292,-17.5188,
ARP0574,45.0,37.0,19.0,43.0,25.0,-13.6004,-20.65756,8,4,12,13,-11.374,-22.7086,0,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-17.908,-25.2212,
RAV0088,48.0,30.0,11.0,33.0,29.0,-15.8752,-17.9106133333,9,5,7,6,-17.424,-15.7136,1,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-11.616,-12.3824,
RDB0546,37.0,17.0,35.0,41.0,26.0,-14.3909333333,-19.67664,7,4,8,9,-14.52,-20.548,3,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-10.164,-21.8196,
RDC0128,49.0,35.0,18.0,31.0,27.0,-16.2012631579,-19.3365052632,10,6,7,8,-17.424,-17.2736,1,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-7.26,-8.454,
CAD0866,46.0,40.0,10.0,26.0,28.0,-15.0685333333,-19.15528,16,5,12,15,-17.908,-20.0212,5,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-6.292,-12.8388,
LPL0420,45.0,13.0,22.0,44.0,28.0,-15.5041333333,-18.97612,17,5,11,15,-18.15,-20.095,5,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-6.292,-12.8388,
MNM1948,19.0,24.0,19.0,25.0,25.0,-17.5208,-21.4804533333,14,3,6,15,-18.15,-21.915,5,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-23.716,-22.8324,
CBP0507,37.0,50.0,28.0,38.0,32.0,-15.2298666667,-17.54048,9,5,8,5,-14.52,-14.828,1,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-11.616,-12.3824,
MJR0711,46.0,46.0,41.0,40.0,23.0,-19.3277333333,-21.6674933333,6,1,2,7,-19.844,-22.1716,2,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,18,-14.52,-14.828,
WCN0261,40.0,41.0,22.0,12.0,31.0,-14.6813333333,-18.2745333333,9,4,8,9,-15.004,-17.5756,2,-14.4877333333,-18.6834933333,34,14,27,36,-16.214,-17.9446,16,18,-24.2,-17.26,
IRH1224,41.0,15.0,23.0,21.0,31.0,-14.4958,-20.07262,7,4,10,10,-15.004,-21.7356,3,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-21.296,-23.1344,
KRM1306,16.0,33.0,20.0,15.0,35.0,-16.8916,-20.23124,15,7,10,17,-18.392,-21.2088,4,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-21.296,-30.4144,
TIR0025,38.0,38.0,19.0,30.0,28.0,0,0,0,0,0,0,0,0,0,-11.374,-18.5486,2,2,3,1,-9.68,-16.992,0,18,-8.712,-25.0168,
WSK1857,40.0,18.0,32.0,40.0,34.0,-15.5686666667,-19.2731333333,14,7,12,17,-16.698,-20.6922,2,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,15,-9.196,-14.2444,
DAH1996,45.0,30.0,13.0,40.0,35.0,-13.6902857143,-18.5121142857,8,4,9,5,-12.584,-17.8776,0,-14.84428,-19.726492,50,29,52,54,-15.004,-19.3956,8,18,-18.392,-20.1688,
TIH0573,33.0,21.0,37.0,21.0,42.0,-13.9876,-21.34764,7,3,11,12,-13.31,-23.559,0,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-17.908,-25.2212,
VWM0491,19.0,34.0,19.0,39.0,27.0,-17.6821333333,-21.6856533333,6,3,4,7,-18.876,-22.9164,3,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-21.296,-29.8944,
SKN1688,18.0,18.0,18.0,20.0,31.0,-15.1976,-19.8533066667,14,7,13,11,-16.94,-20.766,2,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-16.94,-14.006,
GDD1687,43.0,39.0,24.0,34.0,29.0,-14.8588,-19.50732,15,8,14,12,-16.698,-19.1322,2,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-16.94,-14.006,
LCW0821,30.0,48.0,41.0,38.0,31.0,-15.9962,-21.59618,7,5,8,11,-18.15,-23.215,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-9.68,-22.192,
RJS1979,37.0,45.0,40.0,48.0,29.0,-16.0526666667,-19.8194,16,7,12,20,-17.182,-17.1998,3,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-17.424,-28.7136,
MDN0132,19.0,17.0,32.0,28.0,26.0,0,0,0,0,0,0,0,0,0,-11.858,-20.5162,2,2,2,1,-12.1,-21.11,0,18,-15.972,-10.0708,
LCS1760,43.0,34.0,44.0,27.0,35.0,-15.9558666667,-19.4085466667,17,5,9,18,-17.908,-17.9412,1,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-11.132,-15.3548,
ALM1768,37.0,19.0,45.0,22.0,21.0,-15.5525333333,-19.5802133333,13,6,12,18,-16.698,-21.4722,3,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-8.228,-25.3892,
KMG0062,13.0,27.0,14.0,16.0,36.0,-15.4234666667,-19.26352,8,6,8,6,-14.52,-17.948,2,-14.84428,-19.726492,50,29,52,54,-15.004,-19.3956,8,18,-5.324,-18.7836,
CPC0190,39.0,44.0,47.0,35.0,31.0,-15.7138666667,-21.2934133333,11,7,11,16,-16.698,-23.2922,3,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-21.296,-24.6944,
ABL1229,40.0,33.0,37.0,37.0,29.0,-14.0602,-19.52378,8,5,11,11,-13.794,-20.5866,3,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-21.296,-23.1344,
BNS0484,31.0,25.0,14.0,14.0,32.0,-17.9725333333,-22.64088,5,2,3,6,-18.876,-22.9164,2,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,7,-21.296,-29.8944,
ZDH1266,41.0,44.0,35.0,43.0,29.0,-15.0362666667,-19.9427733333,16,8,13,17,-16.698,-19.3922,3,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-21.78,-14.962,
HYV0848,37.0,37.0,24.0,38.0,31.0,-15.3912,-20.55368,14,6,12,13,-16.456,-22.1784,5,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-18.876,-31.7564,
IYF1060,20.0,17.0,50.0,18.0,31.0,-16.3592,-19.7395466667,17,3,8,11,-17.424,-17.5336,4,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-17.424,-14.1536,
USM0703,21.0,12.0,34.0,21.0,25.0,-16.0688,-18.62832,10,3,5,7,-16.94,-16.606,2,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,6,-20.812,-29.7468,
LPS1875,35.0,31.0,41.0,15.0,25.0,-15.3589333333,-19.6425066667,13,6,12,18,-16.698,-21.4722,3,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-9.196,-14.2444,
BBR1381,33.0,36.0,41.0,40.0,33.0,-15.8429333333,-20.01544,13,5,13,19,-17.182,-21.3598,4,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-19.36,-26.184,
TLW1555,37.0,14.0,38.0,23.0,38.0,-15.1330666667,-19.5216266667,9,6,8,11,-14.52,-17.428,0,-14.84428,-19.726492,50,29,52,54,-15.004,-19.3956,8,18,-18.876,-22.9164,
QSG1150,41.0,36.0,19.0,14.0,29.0,-14.6813333333,-20.7012,6,3,7,9,-17.424,-23.5136,2,-15.1953488372,-20.6511627907,37,20,39,41,-17.424,-22.4736,12,4,-22.264,-27.0696,
BLW0552,20.0,17.0,33.0,10.0,32.0,-16.3592,-19.7915466667,8,4,6,9,-18.392,-19.6488,3,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-20.328,-21.7992,
MAF1623,23.0,36.0,24.0,42.0,37.0,-14.4070666667,-18.7628933333,16,7,14,17,-15.972,-17.6108,8,-15.3554394904,-19.6899082803,77,35,66,81,-16.94,-20.246,25,18,-16.94,-22.326,
IMR0323,17.0,43.0,15.0,50.0,28.0,-15.1008,-20.02312,9,6,9,12,-16.214,-21.3246,1,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-16.456,-27.8984,
ZRF1980,43.0,41.0,26.0,16.0,30.0,-16.1172,-20.3937466667,15,7,12,19,-17.182,-20.0598,3,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-17.424,-28.7136,
ANR0502,33.0,14.0,18.0,20.0,35.0,-13.8101333333,-19.6728533333,7,6,9,6,-11.616,-19.6624,2,-15.500626087,-20.6300069565,51,30,51,54,-16.456,-22.1784,12,18,-20.812,-22.4668,
HGS0888,49.0,32.0,20.0,20.0,29.0,-14.4232,-18.2998133333,19,11,14,16,-16.698,-16.5322,3,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-18.876,-17.1964,
XFK0050,36.0,18.0,15.0,20.0,25.0,-14.2054,-17.64406,14,10,13,15,-13.794,-16.4266,5,-15.4557333333,-19.40336,33,16,29,32,-16.456,-18.7984,6,18,-7.26,-10.534,
BSY1451,45.0,35.0,24.0,50.0,28.0,-16.3269333333,-19.5737066667,7,4,5,8,-19.36,-21.504,0,-15.1953488372,-20.6511627907,37,20,39,41,-17.424,-22.4736,12,18,-22.264,-23.9496,
ARM0333,34.0,16.0,39.0,22.0,32.0,-16.8432,-21.9498133333,5,2,5,10,-18.392,-22.7688,2,-15.69128,-20.0350586667,71,35,60,78,-17.424,-20.9136,15,18,-22.748,-18.3772,
HCM1717,41.0,42.0,16.0,13.0,30.0,-13.8746666667,-17.1098666667,20,9,16,18,-14.52,-15.868,4,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-6.292,-17.5188,
HEB1313,41.0,39.0,41.0,38.0,26.0,-16.7948,-19.8030533333,16,7,10,18,-18.15,-18.275,4,-15.617477707,-19.3226853503,89,39,59,90,-17.424,-17.7936,11,18,-21.296,-30.4144,
BZF0651,22.0,36.0,43.0,44.0,23.0,-16.1333333333,-19.636,17,7,11,12,-18.634,-18.1626,5,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-11.132,-16.3948,
KST1643,41.0,20.0,43.0,21.0,31.0,-14.5684,-19.47076,17,11,15,20,-16.456,-18.0184,4,-15.1889681529,-19.7418165605,81,40,67,87,-17.424,-18.8336,21,18,-8.228,-21.2292,
SRC1468,32.0,46.0,22.0,11.0,24.0,-15.0362666667,-18.20944,16,6,13,14,-16.456,-18.7984,5,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,18,-11.616,-8.7424,
RIP1368,39.0,35.0,24.0,26.0,34.0,-15.8590666667,-20.2630266667,12,5,13,19,-17.424,-22.4736,4,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-19.36,-26.184,
VVG0624,16.0,28.0,42.0,39.0,30.0,-16.1010666667,-20.8394933333,14,3,13,17,-17.424,-21.4336,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,11,-20.328,-28.0392,
ZVW1475,38.0,35.0,18.0,24.0,37.0,-15.2137333333,-18.0382266667,16,6,13,13,-16.456,-18.7984,4,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,12,-11.616,-8.7424,
GCD0863,27.0,19.0,21.0,40.0,31.0,-15.4073333333,-19.0159333333,17,5,11,14,-18.15,-20.095,5,-15.3153630573,-19.5319541401,84,33,63,80,-17.424,-19.3536,20,18,-6.292,-12.8388,
EBW0553,42.0,43.0,47.0,38.0,24.0,-15.5202666667,-18.56504,9,5,7,10,-17.424,-18.8336,3,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-20.328,-21.7992,
LJP1584,37.0,48.0,18.0,46.0,38.0,-13.4552,-18.3859466667,17,10,16,15,-11.374,-14.9086,3,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-20.812,-17.7868,
JIB1258,34.0,43.0,27.0,21.0,27.0,-15.0524,-20.3290266667,15,8,13,17,-16.698,-20.6922,2,-15.121975,-19.2528275,82,38,70,74,-16.698,-19.3922,17,8,-21.78,-14.962,
UMB0108,49.0,17.0,24.0,31.0,18.0,-14.3909333333,-20.0233066667,7,4,8,9,-14.52,-21.588,3,-14.5361333333,-19.3291866667,76,42,75,76,-15.488,-19.2832,14,18,-10.164,-21.8196,
TJP0616,16.0,50.0,10.0,20.0,26.0,-15.7461333333,-21.0605866667,13,3,14,18,-16.456,-22.4384,4,-15.68886,-20.186854,99,41,82,113,-17.424,-20.3936,26,18,-20.328,-28.0392,
SBP1176,39.0,17.0,20.0,37.0,34.0,-14.2618666667,-18.7706133333,7,4,7,7,-15.972,-20.4708,1,-15.7321043478,-19.5565982609,63,29,47,52,-17.424,-18.3136,20,18,-9.196,-12.1644,
