user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,No-JobState-in-Team,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt-Less-A-mean,Dpt-Less-AC-mean,Dpt-less-C-mean,Dpt-High-N-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,No-JobState-in-Dpt,Job State,Leader_CPB-I,Leader_CPB-O
CAC1777,43.0,12.0,31.0,13.0,23.0,-14.9314,-19.47746,10,4,10,13,-15.488,-19.0232,1,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-13.552,-14.5328,
WSM2798,15.0,41.0,31.0,42.0,31.0,-15.0362666667,-19.5961066667,16,5,13,21,-17.908,-20.0212,1,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.36,-18.904,
BWJ0136,49.0,37.0,21.0,20.0,30.0,0,0,0,0,0,0,0,0,0,-18.876,-22.1364,3,1,1,4,-20.086,-21.7254,0,18,-23.716,-26.4724,
LTW1441,10.0,44.0,47.0,45.0,25.0,-13.6972,-18.32108,6,2,5,5,-15.004,-19.1356,0,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,16,-6.292,-17.5188,
DAM3691,35.0,16.0,18.0,40.0,34.0,-16.4076,-19.7543066667,14,6,10,13,-18.15,-21.915,2,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-17.908,-22.6212,
ALC1060,44.0,49.0,38.0,35.0,28.0,-16.8432,-18.81248,12,4,7,9,-18.876,-17.4564,5,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-19.844,-19.0516,
AJM0345,30.0,20.0,18.0,33.0,27.0,-15.5848,-20.45672,14,7,11,17,-16.94,-22.586,1,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-8.228,-11.8692,
SJS1014,38.0,13.0,23.0,30.0,34.0,-15.1976,-19.55864,6,2,4,4,-16.94,-19.726,1,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-21.296,-18.9744,
KJS0119,42.0,36.0,26.0,18.0,35.0,-16.1898,-20.30322,10,5,7,11,-18.392,-21.2088,1,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-20.328,-31.6792,
FDF2135,34.0,44.0,16.0,21.0,28.0,-15.6574,-21.38886,6,2,6,7,-17.908,-23.4012,2,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,5,-18.876,-23.4364,
EZB3892,39.0,44.0,22.0,22.0,28.0,-12.4872,-20.6214133333,6,4,9,10,-10.648,-21.4472,0,-14.8681403509,-20.9232912281,50,22,51,63,-16.214,-22.1046,12,18,-6.776,-25.4664,
KCM2495,41.0,39.0,16.0,38.0,27.0,-12.9389333333,-20.0311733333,6,6,10,9,-11.616,-21.2224,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-17.424,-22.9936,
DJF2576,45.0,40.0,19.0,42.0,28.0,-17.1013333333,-19.5672,9,2,4,8,-18.876,-18.7564,3,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-17.424,-28.7136,
RMP3510,40.0,23.0,11.0,18.0,29.0,-12.9066666667,-19.64,8,5,10,9,-10.648,-17.2872,2,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,13,-21.78,-11.842,
CED2356,49.0,40.0,34.0,42.0,29.0,-16.2301333333,-20.5321866667,16,6,9,19,-17.908,-18.4612,2,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,13,-7.26,-12.094,
MCM2189,19.0,48.0,37.0,18.0,24.0,-15.2782666667,-20.5539066667,15,8,14,18,-15.73,-20.137,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-18.392,-20.6888,
DER0400,19.0,19.0,39.0,20.0,27.0,0,0,0,0,0,0,0,0,0,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-11.616,-16.0224,
AJB1380,32.0,12.0,29.0,15.0,30.0,-14.7136,-22.1323733333,4,1,7,9,-15.972,-23.0708,0,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-7.26,-21.454,
NJM3961,38.0,42.0,43.0,11.0,33.0,-14.2296,-21.60344,7,3,9,6,-15.73,-23.517,3,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-19.36,-21.504,
LGS1976,43.0,24.0,17.0,26.0,25.0,-13.7778666667,-22.0550133333,5,3,9,6,-12.1,-23.97,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-15.972,-30.3508,
CIG3191,42.0,48.0,27.0,34.0,30.0,-15.8752,-18.6039466667,9,3,5,8,-18.392,-16.5288,2,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-18.876,-16.6764,
TAJ0193,20.0,42.0,42.0,35.0,27.0,-14.278,-21.4622,4,2,4,4,-17.666,-23.8474,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-18.392,-23.8088,
YDE3069,39.0,20.0,23.0,13.0,31.0,-15.5525333333,-20.5855466667,6,4,7,6,-17.424,-20.9136,1,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-18.392,-25.8888,
ALS2596,18.0,19.0,17.0,30.0,25.0,-16.1010666667,-17.49416,10,2,5,6,-17.424,-17.2736,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-18.392,-17.5688,
XBW2502,37.0,24.0,38.0,30.0,33.0,-13.4229333333,-20.4561066667,6,6,9,8,-11.616,-22.7824,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-17.424,-22.9936,
DMS3400,22.0,41.0,41.0,33.0,22.0,-15.1976,-19.3159733333,18,6,11,20,-16.698,-18.3522,1,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-16.456,-16.9784,
DRD0097,40.0,22.0,33.0,42.0,30.0,-16.5528,-19.78992,10,5,8,12,-18.392,-19.9088,4,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-8.228,-23.8292,
MPS2849,23.0,46.0,44.0,43.0,32.0,-13.7456,-20.6411733333,12,8,18,17,-11.616,-21.4824,3,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-11.132,-23.6748,
IIW0399,39.0,21.0,38.0,21.0,22.0,0,0,0,0,0,0,0,0,0,-16.456,-21.1384,1,1,1,2,-18.392,-22.7688,0,18,-11.616,-16.0224,
KCW2117,35.0,43.0,42.0,37.0,26.0,-16.4076,-19.64164,10,5,8,14,-16.456,-20.0984,0,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-24.2,-29.22,
RCH3533,45.0,31.0,17.0,23.0,31.0,-13.4794,-18.59266,11,6,13,12,-13.31,-18.619,2,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-9.196,-21.5244,
MPB2578,26.0,43.0,34.0,23.0,31.0,-17.0045333333,-20.1963466667,8,2,4,7,-18.876,-19.7964,3,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-17.424,-28.7136,
ICH1478,30.0,49.0,21.0,38.0,39.0,-14.6652,-18.56428,12,3,8,12,-17.424,-17.5336,2,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-6.776,-12.4664,
JTN2073,35.0,44.0,14.0,50.0,31.0,-14.2618666667,-19.6026133333,8,5,8,8,-15.004,-19.1356,0,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-19.844,-25.2916,
ODC0002,33.0,13.0,35.0,32.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-10.164,-11.9396,
DBW3679,44.0,42.0,15.0,21.0,22.0,-15.1492,-20.34988,9,6,9,10,-15.972,-22.5508,1,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-17.908,-26.7812,
KPN3783,16.0,23.0,43.0,41.0,28.0,-15.972,-21.1294666667,13,5,12,14,-16.698,-24.0722,0,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-17.908,-13.2612,
KBB0890,30.0,50.0,11.0,44.0,22.0,-15.1008,-20.1184533333,14,7,12,17,-16.456,-22.1784,1,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-8.228,-11.8692,
IIF2584,18.0,42.0,15.0,39.0,24.0,-15.3589333333,-16.95584,10,2,6,6,-16.456,-16.9784,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-18.392,-17.5688,
DAR0709,22.0,23.0,33.0,19.0,24.0,-14.641,-19.8309,9,5,11,7,-15.004,-21.2156,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-17.908,-25.7412,
MNR1903,24.0,37.0,24.0,41.0,30.0,-16.1010666667,-21.7234933333,6,3,6,7,-17.908,-24.1812,1,-14.8681403509,-20.9232912281,50,22,51,63,-16.214,-22.1046,12,18,-20.328,-29.0792,
LKG0937,21.0,31.0,34.0,36.0,35.0,-16.1010666667,-19.2448266667,19,7,10,15,-18.15,-17.495,3,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-8.712,-10.4568,
JTV1040,35.0,38.0,47.0,13.0,27.0,-15.1008,-19.7197866667,8,4,7,7,-15.972,-17.3508,1,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-10.648,-24.5672,
DNM0275,43.0,42.0,25.0,42.0,34.0,-17.182,-21.7498,7,3,5,10,-18.15,-22.175,2,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-20.328,-22.8392,
DMH1232,42.0,45.0,49.0,35.0,25.0,-14.036,-18.6324,9,5,8,7,-11.616,-14.9824,1,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-22.264,-28.6296,
DKE0797,32.0,32.0,17.0,13.0,35.0,-12.1,-17.626,9,7,10,7,-11.132,-13.2748,1,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-7.26,-19.894,
SSM3894,35.0,19.0,24.0,45.0,31.0,-15.8106666667,-19.8669333333,9,3,6,6,-18.876,-18.7564,1,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-18.876,-15.1164,
AEG1121,39.0,44.0,33.0,39.0,27.0,-13.6488,-19.03432,7,5,9,7,-13.552,-20.2528,0,-14.597202454,-20.0100711656,81,42,80,76,-15.488,-20.3232,20,15,-9.196,-11.6444,
SAM3855,41.0,41.0,37.0,17.0,28.0,-15.1976,-20.75464,7,3,7,8,-18.392,-22.2488,2,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-13.068,-25.3052,
CDW0986,32.0,46.0,22.0,39.0,30.0,-14.1812,-17.6020133333,19,12,18,18,-14.036,-16.2404,2,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-21.296,-28.3344,
RJF3299,43.0,14.0,34.0,35.0,31.0,-14.8749333333,-20.4829066667,14,9,14,17,-17.666,-21.5074,3,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-20.328,-32.1992,
IAM3078,14.0,40.0,39.0,15.0,33.0,-15.6493333333,-18.5004,8,3,7,7,-15.488,-17.2032,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-11.132,-22.6348,
GEH3406,37.0,34.0,21.0,24.0,22.0,-15.3105333333,-19.5064133333,17,6,11,20,-17.182,-19.0198,1,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-16.456,-16.9784,
TKN0812,14.0,45.0,22.0,30.0,29.0,-17.1094,-22.03966,7,3,5,11,-18.15,-22.695,1,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,9,-20.328,-22.8392,
OMB3507,37.0,13.0,27.0,37.0,35.0,-13.2293333333,-19.0797333333,9,6,10,8,-11.132,-17.4348,3,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-21.78,-11.842,
JNM0905,37.0,33.0,24.0,42.0,35.0,-15.3750666667,-20.23676,14,7,12,16,-16.94,-22.326,1,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-8.228,-11.8692,
DMS1977,30.0,18.0,14.0,18.0,29.0,-13.9714666667,-22.3913866667,5,3,9,6,-12.1,-23.97,0,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,15,-15.972,-30.3508,
TJP2817,46.0,44.0,20.0,11.0,23.0,-14.9878666667,-20.11868,15,5,13,22,-17.908,-20.5412,1,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.36,-18.904,
EJB1263,27.0,41.0,26.0,42.0,22.0,-14.9394666667,-18.8385866667,7,3,9,8,-12.1,-20.33,2,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-9.196,-10.0844,
VJB1928,16.0,38.0,27.0,35.0,26.0,-14.036,-20.2270666667,5,2,7,9,-16.456,-22.1784,0,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-17.908,-22.6212,
TIE1175,18.0,20.0,38.0,35.0,30.0,-15.2218,-18.96802,10,5,8,9,-17.424,-19.0936,3,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-17.424,-14.1536,
SYF3607,43.0,24.0,16.0,49.0,26.0,-14.9556,-20.16084,9,5,10,10,-15.488,-21.8832,4,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-17.908,-25.7412,
EJH2799,24.0,15.0,36.0,38.0,33.0,-15.4557333333,-19.79336,16,5,12,21,-17.908,-20.0212,1,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.36,-18.904,
HAR3632,18.0,20.0,10.0,41.0,33.0,-14.7136,-21.38704,12,8,17,11,-13.552,-23.6328,4,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-9.68,-24.792,
EKB0825,14.0,20.0,24.0,30.0,28.0,-13.794,-19.9626,8,6,11,10,-14.52,-20.028,6,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-9.68,-12.832,
JKG0944,32.0,36.0,31.0,19.0,28.0,-16.0204,-19.5148933333,18,7,11,16,-18.15,-18.015,3,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-8.712,-10.4568,
SSO2406,22.0,32.0,38.0,41.0,29.0,-17.787,-22.4543,1,0,1,4,-18.876,-22.6564,0,-14.9255135135,-18.5635567568,22,11,16,16,-16.456,-18.0184,1,18,-21.296,-26.7744,
SFC2336,14.0,47.0,40.0,44.0,34.0,-15.246,-19.7120666667,16,7,14,14,-16.94,-18.946,1,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,9,-10.164,-16.6196,
DSB0307,24.0,25.0,40.0,40.0,28.0,-15.1008,-20.6904533333,13,6,12,9,-16.94,-21.026,3,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-18.392,-14.4488,
GAH1760,44.0,36.0,19.0,18.0,24.0,-14.3506,-19.17034,10,5,11,13,-12.584,-18.1376,1,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-13.552,-14.5328,
XTB2372,46.0,24.0,24.0,48.0,30.0,-16.4882666667,-20.5069066667,16,6,8,18,-18.15,-18.535,3,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-7.26,-12.094,
CHM1561,43.0,20.0,12.0,21.0,24.0,-15.6816,-21.3355733333,11,7,12,15,-17.424,-23.2536,7,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-21.296,-24.6944,
MKH1959,39.0,29.0,17.0,26.0,20.0,-13.7133333333,-20.1633333333,7,3,9,6,-14.52,-22.108,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-6.776,-21.8264,
KZK2058,37.0,44.0,41.0,17.0,30.0,-16.4237333333,-19.4992266667,7,4,5,9,-17.908,-21.0612,1,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-24.2,-22.98,
HAP3738,48.0,46.0,39.0,45.0,24.0,-15.5202666667,-20.43704,14,4,10,11,-17.424,-20.9136,1,-15.1960634921,-19.8654941799,96,42,81,84,-16.456,-20.0984,16,18,-6.776,-17.6664,
CHW2893,45.0,45.0,18.0,15.0,32.0,-17.0368,-20.7261866667,15,4,10,15,-17.666,-20.7274,1,-15.1960634921,-19.8654941799,96,42,81,84,-16.456,-20.0984,16,18,-12.584,-24.6376,
JNS3342,34.0,41.0,20.0,17.0,36.0,-13.9230666667,-19.2046266667,18,10,16,13,-12.342,-17.8038,4,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-19.36,-15.784,
LNV0271,40.0,17.0,12.0,26.0,25.0,-13.1648,-18.57472,7,5,7,4,-10.406,-16.1734,0,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,8,-10.648,-25.6072,
KCC3658,42.0,30.0,41.0,24.0,34.0,-14.5522666667,-21.6325066667,11,7,17,11,-12.342,-23.5238,4,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-9.68,-24.792,
HAF0394,39.0,32.0,16.0,39.0,30.0,-16.0849333333,-19.1879066667,19,7,11,15,-18.15,-17.495,3,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-8.712,-10.4568,
PKB2732,32.0,39.0,38.0,48.0,28.0,-15.9236,-25.29204,1,0,3,3,-17.666,-26.4474,1,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-15.972,-25.1508,
MRW3143,44.0,18.0,43.0,34.0,31.0,-13.4874666667,-18.6037866667,9,6,9,7,-10.648,-16.7672,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-9.68,-25.312,
CJB3470,27.0,41.0,20.0,35.0,24.0,-15.2298666667,-19.1178133333,17,8,15,17,-15.488,-16.9432,2,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-14.52,-27.308,
SMN1103,30.0,39.0,24.0,36.0,30.0,-14.8426666667,-21.2010666667,6,2,7,5,-16.94,-22.846,3,-14.597202454,-20.0100711656,81,42,80,76,-15.488,-20.3232,20,18,-19.36,-19.424,
AJH2110,23.0,42.0,43.0,27.0,28.0,-13.794,-20.4826,4,4,5,7,-15.73,-20.917,2,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-21.296,-27.2944,
PKR1145,39.0,19.0,33.0,15.0,46.0,-17.7789333333,-20.9525066667,7,1,3,7,-19.36,-21.504,2,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-24.2,-17.26,
ERD1235,11.0,31.0,42.0,45.0,34.0,-15.9074666667,-18.6484533333,10,5,6,8,-16.94,-16.606,4,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-10.648,-13.1272,
HZD0429,46.0,21.0,13.0,15.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-19.36,-26.704,
JCL0446,44.0,31.0,37.0,37.0,30.0,-15.488,-18.2432,3,1,1,3,-17.182,-16.9398,0,-14.9255135135,-18.5635567568,22,11,16,16,-16.456,-18.0184,1,18,-17.424,-14.1536,
HNC0074,32.0,42.0,21.0,21.0,30.0,-15.2944,-18.60016,9,6,8,6,-13.068,-15.9452,3,-14.597202454,-20.0100711656,81,42,80,76,-15.488,-20.3232,20,18,-21.296,-28.3344,
KST0924,23.0,18.0,37.0,20.0,36.0,-15.9236,-20.50804,13,4,10,14,-17.424,-21.1736,5,-15.1960634921,-19.8654941799,96,42,81,84,-16.456,-20.0984,16,18,-4.84,-17.076,
KAC1774,34.0,40.0,37.0,34.0,31.0,-14.2538,-18.72482,11,5,11,12,-12.584,-15.2776,1,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-13.552,-14.5328,
WCP2123,34.0,34.0,41.0,22.0,25.0,-16.6254,-20.09806,9,5,8,14,-16.94,-20.766,0,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-24.2,-29.22,
DRH3557,49.0,38.0,38.0,23.0,19.0,-13.5036,-17.82004,13,7,12,13,-13.068,-16.4652,4,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-8.712,-18.2568,
BGS0751,29.0,15.0,46.0,22.0,34.0,-17.1981333333,-22.0580533333,5,2,4,12,-17.908,-23.6612,2,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-15.488,-27.6032,
KEM1208,44.0,21.0,29.0,32.0,21.0,-16.456,-21.0344,6,1,3,11,-17.908,-24.1812,3,-14.8681403509,-20.9232912281,50,22,51,63,-16.214,-22.1046,12,7,-18.392,-13.4088,
CAG1644,34.0,36.0,30.0,16.0,30.0,-15.2944,-20.94016,12,6,12,16,-17.424,-22.4736,1,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-20.328,-17.1192,
LNA2543,41.0,43.0,18.0,19.0,25.0,-15.0524,-20.29436,10,5,10,10,-15.246,-20.7694,5,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-14.52,-27.828,
KOR1163,36.0,35.0,24.0,38.0,38.0,-13.6488,-18.30632,6,5,6,8,-12.342,-16.2438,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-19.36,-26.704,
RJA0402,33.0,39.0,30.0,31.0,41.0,0,0,0,0,0,0,0,0,0,-16.456,-21.1384,1,1,1,2,-18.392,-22.7688,0,18,-10.164,-14.0196,
ACJ0014,39.0,31.0,19.0,36.0,28.0,0,0,0,0,0,0,0,0,0,-14.8426666667,-23.7664,1,1,3,2,-15.73,-25.857,0,18,-9.68,-9.712,
NCV0758,35.0,45.0,44.0,26.0,30.0,-15.2621333333,-21.3289866667,5,2,7,9,-17.424,-24.5536,1,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,4,-17.908,-16.9012,
MCR3885,17.0,15.0,47.0,18.0,30.0,-13.4229333333,-21.04544,6,3,8,9,-11.132,-21.5948,0,-14.8681403509,-20.9232912281,50,22,51,63,-16.214,-22.1046,12,18,-6.776,-25.4664,
RTD0762,43.0,37.0,21.0,39.0,30.0,-15.5202666667,-20.95704,6,2,7,9,-17.424,-22.4736,2,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-17.908,-16.9012,
BCH1656,36.0,41.0,10.0,15.0,34.0,-15.2137333333,-20.9328933333,12,6,12,16,-17.424,-22.4736,1,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-20.328,-17.1192,
ALD3508,38.0,17.0,39.0,24.0,34.0,-13.1002666667,-19.49104,8,5,10,8,-11.132,-17.4348,3,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-21.78,-11.842,
BHG0258,38.0,45.0,17.0,12.0,34.0,-15.4557333333,-18.75336,9,5,6,10,-17.908,-16.9012,2,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,14,-19.36,-25.664,
BCH1138,46.0,38.0,38.0,21.0,33.0,-12.8744,-20.8434933333,5,2,10,9,-11.132,-22.6348,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-13.552,-14.5328,
MTP2675,35.0,50.0,41.0,12.0,32.0,-16.6173333333,-20.9449333333,6,2,3,9,-16.94,-23.366,1,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-8.712,-20.8568,
CTJ2794,38.0,37.0,20.0,48.0,34.0,-15.1008,-19.5117866667,16,5,13,21,-17.908,-20.0212,1,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.36,-18.904,
RCF2057,36.0,37.0,24.0,41.0,29.0,-15.7138666667,-21.2587466667,7,1,5,8,-17.424,-21.9536,1,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-15.488,-23.4432,
IPS0385,20.0,44.0,24.0,39.0,33.0,-15.5041333333,-20.0507866667,14,5,11,14,-17.182,-20.8398,4,-15.1960634921,-19.8654941799,96,42,81,84,-16.456,-20.0984,16,12,-4.84,-17.076,
JRR0769,44.0,19.0,35.0,25.0,28.0,-13.4794,-18.95666,12,7,10,9,-15.004,-17.3156,3,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-9.196,-10.0844,
CJS1932,40.0,43.0,20.0,30.0,28.0,-13.8746666667,-20.3512,5,2,7,9,-16.456,-23.2184,0,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-17.908,-22.6212,
FYP1187,49.0,38.0,26.0,48.0,33.0,-14.0118,-18.88502,11,8,11,9,-13.31,-18.619,2,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-16.94,-26.486,
ETB0950,19.0,12.0,42.0,35.0,29.0,-16.6173333333,-19.5236,14,5,9,15,-18.392,-21.2088,3,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-8.228,-20.1892,
HJH2588,43.0,31.0,18.0,10.0,34.0,-15.7138666667,-18.0694133333,9,1,5,5,-17.424,-17.7936,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-18.392,-17.5688,
APC3043,30.0,42.0,50.0,42.0,33.0,-14.4474,-18.28986,12,5,9,9,-16.456,-16.9784,1,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-8.712,-12.0168,
ECA0976,34.0,22.0,33.0,13.0,31.0,-14.5684,-18.17076,18,11,17,18,-14.52,-16.908,2,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-21.296,-28.3344,
DSD1293,45.0,26.0,46.0,23.0,29.0,-14.7458666667,-17.6702133333,8,5,7,8,-15.972,-18.9108,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-21.296,-17.9344,
WAH2778,44.0,23.0,41.0,33.0,32.0,-15.8268,-19.62052,9,3,8,8,-17.424,-20.9136,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-18.392,-13.4088,
RGB1346,40.0,40.0,26.0,13.0,26.0,-15.5848,-19.6593866667,7,3,6,6,-16.456,-22.6984,1,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-16.456,-23.2184,
IRP3916,32.0,22.0,35.0,37.0,27.0,-13.4794,-17.81266,12,8,12,8,-12.342,-15.9838,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-7.744,-10.1616,
DIP3310,30.0,29.0,38.0,23.0,32.0,-15.0282,-20.67698,7,5,9,9,-16.456,-22.6984,2,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-23.232,-13.8448,
HID1899,42.0,42.0,15.0,45.0,31.0,-14.399,-22.3831,6,3,10,11,-14.762,-24.2618,3,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-10.648,-26.6472,
