user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,No-JobState-in-Team,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt-Less-A-mean,Dpt-Less-AC-mean,Dpt-less-C-mean,Dpt-High-N-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,No-JobState-in-Dpt,Job State,Leader_CPB-I,Leader_CPB-O
PSH3834,22.0,14.0,12.0,45.0,35.0,-13.4552,-20.11928,7,4,8,9,-11.132,-18.9948,0,-15.0598461538,-20.7476307692,48,21,45,58,-16.456,-21.1384,2,18,-10.648,-24.0472,
CCM3075,45.0,49.0,45.0,11.0,26.0,-15.3589333333,-18.5505066667,8,3,7,8,-15.488,-17.2032,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-11.132,-22.6348,
IPB1935,19.0,37.0,22.0,14.0,20.0,-16.0411428571,-20.4918857143,5,3,7,7,-16.214,-21.8446,1,-14.9703037975,-19.678235443,78,38,74,85,-15.972,-20.4708,12,18,-14.52,-20.028,
RCG0105,39.0,34.0,38.0,25.0,35.0,-14.4162857143,-19.1792285714,8,5,6,8,-16.94,-18.166,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-17.908,-21.0612,
LAL1956,13.0,16.0,18.0,40.0,18.0,-14.1328,-19.80592,8,4,9,6,-14.52,-18.988,1,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-6.776,-21.8264,
OHC1892,37.0,23.0,44.0,19.0,30.0,-14.6218947368,-23.7264421053,4,2,9,10,-16.456,-27.3784,2,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-10.648,-26.6472,
ZNE3451,40.0,20.0,41.0,34.0,31.0,-15.4045517241,-19.3294758621,16,8,14,16,-16.456,-17.4984,1,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-14.52,-27.308,
HZA3839,19.0,25.0,23.0,36.0,26.0,-14.696,-20.3889454545,10,4,10,12,-16.456,-22.1784,2,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-22.264,-30.1896,
AMM3906,44.0,17.0,21.0,43.0,25.0,-15.8752,-19.9559466667,9,3,6,7,-18.876,-18.7564,1,-15.7472857143,-19.5247714286,59,23,42,59,-17.424,-18.8336,5,18,-18.876,-15.1164,
JRM0871,16.0,18.0,20.0,37.0,29.0,-15.2137333333,-20.7768933333,13,6,12,9,-16.94,-21.026,2,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,14,-18.392,-14.4488,
OTD1228,33.0,18.0,12.0,32.0,34.0,-14.6582857143,-18.5844571429,9,5,7,5,-14.52,-15.868,0,-14.9703037975,-19.678235443,78,38,74,85,-15.972,-20.4708,12,18,-22.264,-28.6296,
DMC1766,48.0,37.0,15.0,18.0,32.0,-14.3264,-19.16296,10,5,11,12,-12.584,-18.1376,1,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-13.552,-14.5328,
BMM3328,43.0,22.0,11.0,39.0,27.0,-13.7421428571,-18.9736428571,17,10,15,13,-12.342,-17.8038,2,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-19.36,-15.784,
GEG2093,17.0,18.0,20.0,26.0,21.0,-16.5850666667,-17.84976,10,3,4,7,-18.392,-17.0488,0,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-8.712,-14.0968,
AYP3586,17.0,15.0,34.0,15.0,25.0,-13.552,-18.0341333333,9,5,9,8,-11.616,-13.9424,0,-15.7472857143,-19.5247714286,59,23,42,59,-17.424,-18.8336,5,18,-11.616,-11.3424,
TAC3330,21.0,21.0,31.0,22.0,24.0,-13.7594285714,-19.2946285714,16,9,15,13,-12.342,-17.8038,2,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-19.36,-15.784,
CDA2295,40.0,16.0,45.0,16.0,40.0,-15.1976,-18.7959733333,18,10,13,13,-16.698,-18.0922,3,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,16,-20.812,-27.1468,
JRM1303,35.0,24.0,38.0,20.0,34.0,-14.3048888889,-19.4424,5,3,4,3,-17.908,-19.5012,1,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-18.876,-26.5564,
JLF3346,36.0,35.0,21.0,41.0,17.0,-13.5174285714,-18.8679714286,17,10,16,13,-11.616,-17.5824,2,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-19.36,-15.784,
FRG1576,23.0,20.0,15.0,24.0,29.0,-16.6778333333,-21.7693833333,9,5,8,12,-17.908,-24.4412,1,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-21.296,-24.6944,
IBC0377,46.0,44.0,21.0,26.0,31.0,-15.7884137931,-20.3610206897,13,5,10,14,-17.424,-21.4336,4,-15.1362404372,-19.8209551913,94,41,79,81,-16.456,-20.0984,10,18,-4.84,-17.076,
KTW1719,35.0,33.0,39.0,49.0,29.0,-13.4874666667,-21.16912,6,4,10,6,-11.616,-23.3024,1,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-9.68,-27.392,
ADC1469,37.0,15.0,44.0,35.0,32.0,-15.3351578947,-19.0176421053,11,3,7,11,-17.424,-17.7936,1,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-6.776,-12.4664,
HLS2098,49.0,46.0,30.0,23.0,30.0,-15.6816,-17.67824,10,4,5,6,-17.424,-16.7536,0,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-8.712,-14.0968,
OEN0432,45.0,22.0,44.0,23.0,33.0,0,0,0,0,0,0,0,0,0,-16.8593333333,-18.2280666667,4,3,3,3,-16.94,-16.086,0,18,-19.36,-26.704,
REK1037,39.0,46.0,14.0,46.0,26.0,-14.8426666667,-18.4970666667,9,4,7,7,-15.972,-15.7908,1,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-10.648,-24.5672,
KMW1008,38.0,34.0,16.0,35.0,28.0,-15.7784,-18.95576,8,3,6,6,-16.456,-20.0984,1,-15.7472857143,-19.5247714286,59,23,42,59,-17.424,-18.8336,5,18,-21.296,-17.9344,
PNL0018,39.0,48.0,38.0,50.0,30.0,0,0,0,0,0,0,0,0,0,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-9.68,-9.712,
BCB0909,31.0,36.0,27.0,45.0,25.0,-15.9219310345,-20.0610482759,14,5,10,15,-17.424,-20.9136,4,-15.1362404372,-19.8209551913,94,41,79,81,-16.456,-20.0984,10,18,-4.84,-17.076,
GJS0494,30.0,35.0,42.0,23.0,25.0,-16.2485714286,-23.0065714286,5,2,5,8,-18.876,-26.0364,1,-14.6876601307,-19.8820052288,78,39,73,69,-15.972,-19.9508,10,18,-6.776,-12.4664,
KDN1740,43.0,41.0,26.0,38.0,28.0,-16.214,-17.6846,3,1,1,2,-17.182,-16.4198,0,-14.9255135135,-18.5635567568,22,11,16,16,-16.456,-18.0184,1,18,-17.424,-13.1136,
NLC2601,32.0,15.0,37.0,17.0,33.0,-13.7778666667,-18.55368,9,5,10,8,-13.068,-16.9852,2,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-11.132,-24.7148,
HSK0639,34.0,18.0,25.0,36.0,32.0,-14.2088571429,-20.7874,5,2,7,11,-14.278,-22.5542,2,-14.9703037975,-19.678235443,78,38,74,85,-15.972,-20.4708,12,18,-15.488,-26.5632,
TLU1836,48.0,49.0,17.0,37.0,28.0,-14.9072,-18.2047466667,10,6,9,5,-14.52,-16.388,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-22.748,-29.2972,
SLS0834,12.0,16.0,18.0,40.0,27.0,-14.2907368421,-19.9854526316,7,5,10,9,-14.52,-20.028,5,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-9.68,-12.832,
XSF3982,16.0,41.0,25.0,17.0,23.0,-14.344,-20.7306909091,9,4,11,12,-14.762,-22.1818,2,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-12.1,-22.41,
EPM3878,42.0,40.0,36.0,15.0,29.0,-12.6162666667,-20.90344,6,4,9,10,-10.648,-21.4472,0,-15.0598461538,-20.7476307692,48,21,45,58,-16.456,-21.1384,2,18,-6.776,-25.4664,
CNF0212,43.0,15.0,41.0,49.0,39.0,0,0,0,0,0,0,0,0,0,-18.4726666667,-21.9267333333,3,0,1,4,-19.118,-21.1702,1,18,-18.392,-27.4488,
FAD3114,21.0,15.0,47.0,28.0,28.0,-16.7222,-19.13958,12,4,8,7,-18.15,-17.495,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-21.296,-24.6944,
CDS3824,30.0,12.0,32.0,18.0,23.0,-14.3909333333,-20.30064,12,7,15,16,-15.488,-22.9232,1,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-16.94,-30.646,
BMA1411,50.0,30.0,38.0,47.0,35.0,-15.0362666667,-16.2681066667,9,5,7,7,-15.972,-15.2708,0,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-10.164,-21.2996,
REJ2666,40.0,43.0,37.0,40.0,33.0,-16.8432,-20.0431466667,7,2,3,9,-16.94,-21.286,1,-15.7472857143,-19.5247714286,59,23,42,59,-17.424,-18.8336,5,18,-8.712,-20.8568,
CHS2323,33.0,44.0,37.0,18.0,32.0,-15.2944,-20.1774933333,15,7,14,14,-16.94,-19.986,2,-15.6659027027,-20.6753989189,81,34,72,93,-17.424,-21.9536,11,18,-10.164,-16.6196,
DSB2463,48.0,29.0,34.0,43.0,28.0,-14.2618666667,-19.4639466667,8,5,7,4,-15.488,-19.8032,1,-14.6876601307,-19.8820052288,78,39,73,69,-15.972,-19.9508,10,18,-7.26,-13.654,
CEM1852,42.0,49.0,34.0,23.0,27.0,-17.3594666667,-19.33392,9,1,2,8,-17.908,-20.0212,2,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-20.812,-20.9068,
JJJ1267,18.0,22.0,40.0,39.0,18.0,-15.972,-20.5748,6,2,5,8,-19.36,-22.544,2,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-19.36,-18.904,
GUC0473,28.0,18.0,21.0,20.0,25.0,-15.1422857143,-18.4349142857,8,2,7,7,-15.972,-17.6108,1,-14.0493211009,-18.954187156,60,38,65,51,-12.584,-17.3576,9,18,-18.876,-15.1164,
VTL0314,47.0,41.0,36.0,27.0,25.0,0,0,0,0,0,0,0,0,0,-15.1976,-17.94664,3,2,3,2,-14.52,-18.468,0,18,-23.232,-23.2048,
SJN1601,43.0,43.0,14.0,23.0,30.0,-13.2182068966,-19.4516965517,15,10,17,11,-12.1,-18.77,0,-15.1362404372,-19.8209551913,94,41,79,81,-16.456,-20.0984,10,18,-20.328,-18.1592,
GGB3663,38.0,42.0,13.0,15.0,29.0,-15.1492,-20.50588,9,6,9,10,-15.972,-22.5508,1,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-17.908,-26.7812,
ZCE3578,42.0,23.0,39.0,14.0,38.0,-13.2938666667,-17.99008,9,5,9,7,-11.616,-13.9424,0,-15.7472857143,-19.5247714286,59,23,42,59,-17.424,-18.8336,5,18,-11.616,-11.3424,
RQN2039,41.0,36.0,44.0,14.0,27.0,-17.1633846154,-18.2341230769,8,2,3,8,-17.908,-16.3812,0,-15.7472857143,-19.5247714286,59,23,42,59,-17.424,-18.8336,5,18,-22.264,-14.5896,
PKH0730,35.0,20.0,17.0,16.0,36.0,-15.4234666667,-18.01552,9,3,6,8,-15.972,-17.3508,0,-15.8702675159,-20.1218140127,75,32,60,86,-17.424,-20.9136,6,12,-9.68,-13.352,
KJR3538,40.0,27.0,38.0,21.0,27.0,-12.7991111111,-17.8276444444,11,6,13,12,-11.858,-16.8762,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-9.196,-21.5244,
BPD2437,35.0,36.0,36.0,23.0,37.0,-15.0804210526,-19.5694315789,9,5,10,9,-14.52,-20.028,0,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-8.712,-23.4568,
SRN2617,13.0,23.0,45.0,17.0,26.0,-15.2728888889,-24.7642666667,1,1,4,3,-17.908,-25.7412,0,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-17.908,-25.7412,
CCE0745,48.0,40.0,45.0,43.0,27.0,-16.3177142857,-20.6505142857,6,3,5,12,-17.666,-22.0274,1,-15.8702675159,-20.1218140127,75,32,60,86,-17.424,-20.9136,6,18,-15.488,-27.6032,
ARH1610,19.0,17.0,42.0,36.0,37.0,-13.652137931,-19.3509241379,16,10,16,11,-14.036,-18.3204,0,-15.1362404372,-19.8209551913,94,41,79,81,-16.456,-20.0984,10,18,-20.328,-18.1592,
USF1753,39.0,42.0,50.0,37.0,26.0,-14.8657142857,-17.1248571429,10,4,7,7,-15.004,-15.4956,0,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-23.232,-19.5648,
ABM3203,36.0,25.0,42.0,15.0,31.0,-16.2485714286,-20.258,8,3,5,5,-17.908,-18.4612,1,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-19.36,-13.184,
NMW0896,17.0,13.0,31.0,17.0,26.0,-15.5380689655,-20.6432965517,13,6,11,16,-16.456,-22.1784,0,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-8.228,-11.8692,
HNG1909,48.0,44.0,32.0,18.0,32.0,-15.972,-23.2193714286,4,2,5,6,-17.908,-25.4812,0,-15.0598461538,-20.7476307692,48,21,45,58,-16.456,-21.1384,2,18,-20.328,-29.0792,
CWR0043,18.0,19.0,13.0,19.0,31.0,-15.8955789474,-20.8580210526,8,4,7,11,-18.392,-22.7688,1,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-18.392,-24.8488,
CLS3806,39.0,36.0,23.0,10.0,34.0,-14.0037333333,-20.3212266667,12,8,16,15,-12.826,-22.1114,1,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-16.94,-30.646,
WMA2016,45.0,10.0,19.0,50.0,18.0,-15.0308888889,-20.9926888889,7,5,10,6,-14.278,-22.0342,1,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-18.876,-10.9564,
CJH3630,46.0,41.0,23.0,44.0,28.0,-15.7058,-21.22162,8,2,7,7,-17.182,-22.9198,0,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-19.36,-24.624,
WAA1816,22.0,30.0,35.0,12.0,29.0,-14.1742857143,-21.334,5,2,6,9,-16.214,-23.6646,1,-14.6876601307,-19.8820052288,78,39,73,69,-15.972,-19.9508,10,18,-6.776,-8.8264,
AIT1264,36.0,42.0,21.0,13.0,35.0,-15.3266666667,-21.2793333333,5,2,6,7,-18.392,-23.2888,2,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-19.36,-18.904,
JVB3184,42.0,18.0,23.0,44.0,32.0,-14.7378,-17.67642,15,7,8,7,-16.698,-16.5322,9,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,10,-22.264,-19.7896,
JCS2391,21.0,42.0,16.0,20.0,28.0,-16.6288571429,-18.9625428571,8,4,5,8,-18.634,-16.8626,1,-15.8702675159,-20.1218140127,75,32,60,86,-17.424,-20.9136,6,18,-21.296,-32.4944,
MTB2982,43.0,37.0,24.0,48.0,33.0,-14.2863448276,-18.8808827586,16,8,16,17,-12.1,-16.69,1,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-14.52,-25.748,
JJB0042,50.0,43.0,46.0,10.0,28.0,-15.2842105263,-20.9178947368,8,5,8,12,-16.94,-22.326,1,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-18.392,-24.8488,
KBC0578,17.0,19.0,42.0,18.0,25.0,-16.8593333333,-20.6258444444,8,3,7,12,-18.392,-23.2888,2,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-10.648,-25.0872,
LEP2922,33.0,38.0,14.0,47.0,26.0,-13.2132,-21.2068133333,9,7,16,17,-12.1,-22.67,5,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,18,-21.78,-18.082,
YHD0593,35.0,22.0,21.0,33.0,27.0,-13.9069333333,-19.8757066667,7,4,9,11,-13.068,-21.6652,0,-15.0598461538,-20.7476307692,48,21,45,58,-16.456,-21.1384,2,17,-6.776,-23.3864,
JLA0030,42.0,36.0,15.0,17.0,35.0,-14.883,-20.6587,2,1,2,3,-15.972,-21.7708,0,-14.9255135135,-18.5635567568,22,11,16,16,-16.456,-18.0184,1,18,-19.844,-26.3316,
WBS1592,30.0,15.0,31.0,19.0,40.0,-13.6855172414,-19.6659310345,15,9,16,11,-14.036,-19.3604,0,-15.1362404372,-19.8209551913,94,41,79,81,-16.456,-20.0984,10,18,-20.328,-18.1592,
IYM3865,18.0,15.0,45.0,20.0,32.0,-14.1973333333,-19.2709333333,8,5,9,8,-12.584,-18.3976,2,-14.0493211009,-18.954187156,60,38,65,51,-12.584,-17.3576,9,18,-21.78,-14.962,
MJB2167,38.0,17.0,30.0,39.0,38.0,-16.6738,-20.19082,10,4,6,11,-18.392,-21.4688,1,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-9.196,-12.1644,
CER0228,33.0,24.0,23.0,35.0,33.0,-15.2944,-17.3174933333,10,4,6,8,-15.972,-15.7908,1,-15.8702675159,-20.1218140127,75,32,60,86,-17.424,-20.9136,6,18,-9.68,-13.352,
ARW1507,44.0,21.0,43.0,21.0,35.0,-15.7784,-19.11176,19,8,11,16,-16.94,-17.906,2,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-19.844,-15.9316,
MVS1908,25.0,20.0,41.0,17.0,29.0,-16.8017142857,-23.5095428571,4,1,4,7,-18.15,-25.555,0,-15.0598461538,-20.7476307692,48,21,45,58,-16.456,-21.1384,2,18,-20.328,-29.0792,
KGD3278,23.0,41.0,21.0,42.0,31.0,-14.5891428571,-19.9933714286,13,9,14,17,-15.488,-20.8432,1,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-20.328,-32.1992,
DKR0027,42.0,15.0,18.0,30.0,30.0,0,0,0,0,0,0,0,0,0,-13.552,-23.0261333333,0,0,2,2,-15.004,-24.8556,0,18,-18.392,-25.8888,
ELR1140,16.0,40.0,44.0,26.0,36.0,-16.9054285714,-20.6811714286,6,2,4,6,-18.876,-22.3964,1,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-24.2,-17.26,
DHG1830,50.0,50.0,45.0,37.0,24.0,-14.8749333333,-18.1949066667,10,6,9,5,-14.52,-16.388,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-22.748,-29.2972,
JRP0250,36.0,42.0,20.0,32.0,31.0,-16.94,-21.6144210526,7,3,5,10,-17.908,-22.1012,1,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-21.296,-18.9744,
EGC0931,39.0,43.0,17.0,48.0,27.0,-15.9074666667,-18.9777866667,19,7,11,16,-17.666,-17.3474,3,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,18,-8.712,-10.4568,
OJB1095,12.0,24.0,22.0,50.0,20.0,-15.2273846154,-20.4037230769,6,2,5,4,-17.908,-22.6212,1,-14.6876601307,-19.8820052288,78,39,73,69,-15.972,-19.9508,10,18,-19.36,-19.424,
DRB0756,42.0,36.0,23.0,14.0,24.0,-15.1077142857,-21.9529428571,4,2,7,9,-16.214,-24.1846,1,-15.8702675159,-20.1218140127,75,32,60,86,-17.424,-20.9136,6,18,-17.908,-16.9012,
YAS2508,39.0,30.0,16.0,36.0,28.0,-16.3484444444,-15.6167111111,9,4,4,2,-18.392,-16.0088,1,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-21.296,-18.9744,
SDF3082,38.0,33.0,18.0,13.0,33.0,-15.8752,-18.6386133333,8,3,7,7,-15.488,-17.2032,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-11.132,-22.6348,
VRJ0636,19.0,21.0,37.0,15.0,32.0,-14.1051428571,-21.5357714286,4,1,7,11,-14.278,-23.3342,2,-14.9703037975,-19.678235443,78,38,74,85,-15.972,-20.4708,12,18,-15.488,-26.5632,
KAD0884,17.0,20.0,21.0,35.0,34.0,-14.3207058824,-19.8142823529,9,4,9,7,-12.1,-18.77,1,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-5.324,-23.4636,
RBG3850,34.0,42.0,15.0,15.0,38.0,-15.5571428571,-21.05,6,2,6,6,-18.392,-22.7688,1,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-13.068,-25.3052,
AKL1305,17.0,25.0,16.0,16.0,24.0,-14.7136,-18.29304,12,5,9,13,-16.456,-16.9784,0,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-18.876,-28.6364,
CXM1821,15.0,15.0,23.0,43.0,22.0,-14.6928571429,-20.3407142857,6,3,6,9,-16.214,-21.0646,1,-14.6876601307,-19.8820052288,78,39,73,69,-15.972,-19.9508,10,18,-6.776,-8.8264,
FKD2779,40.0,37.0,17.0,32.0,22.0,-15.5898947368,-19.2869052632,9,3,8,8,-17.424,-20.9136,1,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-18.392,-13.4088,
RBB0585,21.0,30.0,16.0,21.0,32.0,-16.5635555556,-20.4489777778,8,3,7,11,-18.392,-23.2888,2,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-10.648,-25.0872,
MVO2746,41.0,19.0,21.0,24.0,31.0,-15.004,-15.5996,15,7,8,13,-17.424,-14.9336,0,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-4.84,-8.756,
JZM1351,41.0,17.0,25.0,15.0,25.0,-16.3269333333,-19.8163733333,7,2,5,6,-16.456,-22.6984,1,-15.7472857143,-19.5247714286,59,23,42,59,-17.424,-18.8336,5,18,-16.456,-23.2184,
RXG1504,31.0,41.0,22.0,43.0,27.0,-15.4557333333,-18.6320266667,20,9,12,17,-16.214,-17.1646,2,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-19.844,-15.9316,
JTM0878,22.0,20.0,34.0,13.0,18.0,-14.3207058824,-20.4872235294,8,3,9,8,-12.1,-20.33,1,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-5.324,-23.4636,
HDN1139,49.0,44.0,21.0,37.0,24.0,-16.7671428571,-20.2304285714,7,2,4,7,-18.876,-20.3164,1,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-24.2,-17.26,
ARB0208,47.0,44.0,39.0,50.0,33.0,0,0,0,0,0,0,0,0,0,-15.8702675159,-20.1218140127,75,32,60,86,-17.424,-20.9136,6,18,-22.264,-16.6696,
CCF3529,36.0,39.0,16.0,16.0,22.0,-12.4764444444,-17.8736888889,11,7,14,12,-11.616,-16.8024,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-9.196,-21.5244,
BJC0366,45.0,43.0,33.0,50.0,31.0,0,0,0,0,0,0,0,0,0,-16.214,-24.4446,1,1,2,3,-16.698,-25.3722,0,18,-10.648,-23.0072,
RVB0303,34.0,10.0,45.0,50.0,28.0,-14.9072,-20.56208,10,5,8,16,-17.182,-21.3598,0,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-16.94,-19.206,
VBA1395,43.0,35.0,17.0,22.0,32.0,-16.3177142857,-20.3905142857,7,4,5,3,-17.908,-20.8012,0,-15.8702675159,-20.1218140127,75,32,60,86,-17.424,-20.9136,6,18,-20.812,-25.0668,
HBC0999,41.0,38.0,47.0,15.0,32.0,-17.3433333333,-21.279,5,1,2,9,-18.15,-22.955,1,-15.0598461538,-20.7476307692,48,21,45,58,-16.456,-21.1384,2,18,-10.648,-24.0472,
UME2842,49.0,19.0,19.0,25.0,26.0,-15.5848,-17.90872,13,7,9,15,-17.666,-17.8674,0,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-4.84,-14.476,
GJM0065,35.0,22.0,40.0,37.0,24.0,-15.004,-17.7613142857,9,3,7,7,-15.972,-16.5708,0,-14.0493211009,-18.954187156,60,38,65,51,-12.584,-17.3576,9,10,-18.876,-15.1164,
ARM0771,21.0,19.0,39.0,41.0,46.0,-13.4794,-18.54066,13,8,10,8,-15.004,-17.3156,3,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-9.196,-10.0844,
LEC3857,46.0,16.0,38.0,21.0,30.0,-16.456,-21.1012571429,6,1,5,6,-19.118,-22.9902,1,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-13.068,-25.3052,
NEB0371,12.0,38.0,20.0,21.0,33.0,0,0,0,0,0,0,0,0,0,-16.819,-21.7691,2,1,2,2,-16.698,-21.7322,0,18,-15.004,-26.9356,
GDH0108,31.0,32.0,32.0,13.0,24.0,-15.6954285714,-19.0493142857,8,4,6,9,-15.972,-16.3108,1,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-10.164,-26.4996,
WBS3870,47.0,40.0,22.0,25.0,28.0,-13.3906666667,-18.8516,8,6,10,9,-10.164,-17.6596,2,-14.0493211009,-18.954187156,60,38,65,51,-12.584,-17.3576,9,18,-21.78,-14.962,
RSM1089,36.0,40.0,25.0,40.0,34.0,-13.7248571429,-21.1598,7,4,8,6,-13.552,-21.2928,0,-14.6876601307,-19.8820052288,78,39,73,69,-15.972,-19.9508,10,18,-10.164,-12.9796,
CCB3943,17.0,30.0,46.0,23.0,39.0,-13.6004,-19.17556,14,5,15,17,-14.762,-20.8818,3,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-16.456,-15.9384,
BYL2133,38.0,44.0,22.0,15.0,33.0,-15.1384444444,-21.6899333333,5,2,6,6,-17.182,-23.6998,1,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-18.876,-23.4364,
WTG2109,26.0,10.0,40.0,14.0,30.0,-15.3428,-21.63092,4,3,4,6,-16.94,-21.286,2,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-21.296,-27.2944,
RSM3742,38.0,19.0,41.0,30.0,33.0,-15.004,-18.8062666667,16,10,15,11,-15.73,-17.537,0,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,18,-18.876,-21.3564,
MSR3709,19.0,38.0,43.0,42.0,30.0,-16.2724137931,-19.7375862069,13,5,10,12,-17.908,-22.1012,1,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-17.908,-22.6212,
NBR3731,31.0,34.0,10.0,43.0,35.0,-15.588137931,-20.2102896552,14,4,10,10,-17.424,-20.9136,0,-15.1362404372,-19.8209551913,94,41,79,81,-16.456,-20.0984,10,18,-6.776,-17.6664,
